sensor,provider_asset_type,gsd,capture_date,off_nadir_angle,pan_resolution,sun_azimuth,sun_elevation,target_azimuth,disaster,disaster_type,catalog_id,original_width,original_height,width,height,id,img_name,centroid_x,centroid_y,path,destroyed,minor-damage,major-damage,un-classified,no-damage
WORLDVIEW02,WORLDVIEW02,2.35255861282349,2011-05-29T17:29:25.433Z,28.4302768707275,0.585882604122162,143.603851318359,71.8531799316406,193.251083374023,joplin-tornado,wind,103001000A285500,1024,1024,1024,1024,MjY0Mzk4Mg.vo5dFUhTfoVWnKNLRID8rEkx0A0,joplin-tornado_00000000_post_disaster.png,-94.50681594487547,37.06327890189633,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\joplin-tornado_00000000_post_disaster.json,102.0,43.0,27.0,7.0,6.0
WORLDVIEW02,WORLDVIEW02,2.35255861282349,2011-05-29T17:29:25.433Z,28.4302768707275,0.585882604122162,143.603851318359,71.8531799316406,193.251083374023,joplin-tornado,wind,103001000A285500,1024,1024,1024,1024,MjY0Mzk4NA.ozk_gKu7JSNkIMTSpxNK_AJNYuo,joplin-tornado_00000001_post_disaster.png,-94.50147216562573,37.06367287279997,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\joplin-tornado_00000001_post_disaster.json,69.0,73.0,27.0,8.0,21.0
WORLDVIEW02,WORLDVIEW02,2.35255861282349,2011-05-29T17:29:25.433Z,28.4302768707275,0.585882604122162,143.603851318359,71.8531799316406,193.251083374023,joplin-tornado,wind,103001000A285500,1024,1024,1024,1024,MjY0Mzk4Ng.5tAGgMbO2VX5UXpykOxlAetdyjA,joplin-tornado_00000002_post_disaster.png,-94.49666149295277,37.063413528872736,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\joplin-tornado_00000002_post_disaster.json,14.0,40.0,6.0,3.0,40.0
WORLDVIEW02,WORLDVIEW02,2.35255861282349,2011-05-29T17:29:25.433Z,28.4302768707275,0.585882604122162,143.603851318359,71.8531799316406,193.251083374023,joplin-tornado,wind,103001000A285500,1024,1024,1024,1024,MjY0Mzk4OA.wLq0xXQMrfvyi_AjmwAeKlUazU8,joplin-tornado_00000003_post_disaster.png,-94.49120035147924,37.06409251493206,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\joplin-tornado_00000003_post_disaster.json,5.0,67.0,10.0,5.0,76.0
WORLDVIEW02,WORLDVIEW02,2.35255861282349,2011-05-29T17:29:25.433Z,28.4302768707275,0.585882604122162,143.603851318359,71.8531799316406,193.251083374023,joplin-tornado,wind,103001000A285500,1024,1024,1024,1024,MjY0Mzk5MQ.cD79_yzi1rCYRfL6s9W0_l8Ym3w,joplin-tornado_00000004_post_disaster.png,-94.48580168766776,37.06380401347275,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\joplin-tornado_00000004_post_disaster.json,13.0,91.0,5.0,8.0,139.0
WORLDVIEW02,WORLDVIEW02,2.35255861282349,2011-05-29T17:29:25.433Z,28.4302768707275,0.585882604122162,143.603851318359,71.8531799316406,193.251083374023,joplin-tornado,wind,103001000A285500,1024,1024,1024,1024,MjY0Mzk5Mg.35QUZ90ASbQhw6A6VvdV5U80geY,joplin-tornado_00000005_post_disaster.png,-94.48294956300153,37.0642398465353,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\joplin-tornado_00000005_post_disaster.json,40.41975308641975,12.0,2.0,3.0,23.0
WORLDVIEW02,WORLDVIEW02,2.35255861282349,2011-05-29T17:29:25.433Z,28.4302768707275,0.585882604122162,143.603851318359,71.8531799316406,193.251083374023,joplin-tornado,wind,103001000A285500,1024,1024,1024,1024,MjY0Mzk5NA.jPVTa9qeuM8aKXb2IAMRk2iUhqE,joplin-tornado_00000006_post_disaster.png,-94.44003575268414,37.07116659087207,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\joplin-tornado_00000006_post_disaster.json,40.41975308641975,1.0,11.823529411764707,5.0,30.0
WORLDVIEW02,WORLDVIEW02,2.35255861282349,2011-05-29T17:29:25.433Z,28.4302768707275,0.585882604122162,143.603851318359,71.8531799316406,193.251083374023,joplin-tornado,wind,103001000A285500,1024,1024,1024,1024,MjY0Mzk5Ng.dPJvBpGqueYEhdwU9vxhd0juQyc,joplin-tornado_00000007_post_disaster.png,-94.52746272214793,37.07171876776241,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\joplin-tornado_00000007_post_disaster.json,40.41975308641975,4.0,11.823529411764707,5.466666666666667,331.0
WORLDVIEW02,WORLDVIEW02,2.35255861282349,2011-05-29T17:29:25.433Z,28.4302768707275,0.585882604122162,143.603851318359,71.8531799316406,193.251083374023,joplin-tornado,wind,103001000A285500,1024,1024,1024,1024,MjY0Mzk5OA.d-xFcgcev7oC4nC6s5xeCXa69ZI,joplin-tornado_00000008_post_disaster.png,-94.55740803681468,37.05874368488024,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\joplin-tornado_00000008_post_disaster.json,21.0,9.0,6.0,2.0,5.0
WORLDVIEW02,WORLDVIEW02,2.35255861282349,2011-05-29T17:29:25.433Z,28.4302768707275,0.585882604122162,143.603851318359,71.8531799316406,193.251083374023,joplin-tornado,wind,103001000A285500,1024,1024,1024,1024,MjY0NDAwMA.IKyVns5bbAPcQpABu28uXjF_K0I,joplin-tornado_00000009_post_disaster.png,-94.48006560642585,37.05828011198453,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\joplin-tornado_00000009_post_disaster.json,40.41975308641975,20.67924528301887,11.823529411764707,3.0,18.0
WORLDVIEW02,WORLDVIEW02,2.35255861282349,2011-05-29T17:29:25.433Z,28.4302768707275,0.585882604122162,143.603851318359,71.8531799316406,193.251083374023,joplin-tornado,wind,103001000A285500,1024,1024,1024,1024,MjY0NDAwMg.Bm3hRbXDTcK76PhuzZyJNH1IcmU,joplin-tornado_00000010_post_disaster.png,-94.48594108996515,37.05554020426776,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\joplin-tornado_00000010_post_disaster.json,40.41975308641975,20.67924528301887,11.823529411764707,1.0,40.0
WORLDVIEW02,WORLDVIEW02,2.35255861282349,2011-05-29T17:29:25.433Z,28.4302768707275,0.585882604122162,143.603851318359,71.8531799316406,193.251083374023,joplin-tornado,wind,103001000A285500,1024,1024,1024,1024,MjY0NDAwNA.Onwja9RgtBM__iq5r_TuuRGiCcw,joplin-tornado_00000011_post_disaster.png,-94.55328321904874,37.05847772636493,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\joplin-tornado_00000011_post_disaster.json,29.0,18.0,30.0,2.0,8.0
WORLDVIEW02,WORLDVIEW02,2.35255861282349,2011-05-29T17:29:25.433Z,28.4302768707275,0.585882604122162,143.603851318359,71.8531799316406,193.251083374023,joplin-tornado,wind,103001000A285500,1024,1024,1024,1024,MjY0NDAwNg.6xw9Spa5bRgUWrJzDcmIkI4Igi0,joplin-tornado_00000012_post_disaster.png,-94.47508360241261,37.05898348612572,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\joplin-tornado_00000012_post_disaster.json,40.41975308641975,1.0,11.823529411764707,6.0,37.0
WORLDVIEW02,WORLDVIEW02,2.35255861282349,2011-05-29T17:29:25.433Z,28.4302768707275,0.585882604122162,143.603851318359,71.8531799316406,193.251083374023,joplin-tornado,wind,103001000A285500,1024,1024,1024,1024,MjY0NDAwOA.f0sbhK9lGzI4QUZWnLGX_3es0HQ,joplin-tornado_00000013_post_disaster.png,-94.48258558601265,37.05511649100333,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\joplin-tornado_00000013_post_disaster.json,40.41975308641975,20.67924528301887,11.823529411764707,5.466666666666667,5.0
WORLDVIEW02,WORLDVIEW02,2.35255861282349,2011-05-29T17:29:25.433Z,28.4302768707275,0.585882604122162,143.603851318359,71.8531799316406,193.251083374023,joplin-tornado,wind,103001000A285500,1024,1024,1024,1024,MjY0NDAxMA.7xj8F_JB43O0e48_fAUNQEoJ1pM,joplin-tornado_00000014_post_disaster.png,-94.54736417357681,37.05891825631597,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\joplin-tornado_00000014_post_disaster.json,44.0,15.0,14.0,2.0,7.0
WORLDVIEW02,WORLDVIEW02,2.35255861282349,2011-05-29T17:29:25.433Z,28.4302768707275,0.585882604122162,143.603851318359,71.8531799316406,193.251083374023,joplin-tornado,wind,103001000A285500,1024,1024,1024,1024,MjY0NDAxMQ.2q7CnosmVUg8HDIXpmgNA3yZVcU,joplin-tornado_00000015_post_disaster.png,-94.46958547837019,37.058398548907356,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\joplin-tornado_00000015_post_disaster.json,40.41975308641975,1.0,11.823529411764707,4.0,6.0
WORLDVIEW02,WORLDVIEW02,2.35255861282349,2011-05-29T17:29:25.433Z,28.4302768707275,0.585882604122162,143.603851318359,71.8531799316406,193.251083374023,joplin-tornado,wind,103001000A285500,1024,1024,1024,1024,MjY0NDAxMw.3qMCzxn_gGP4bu0qwqc3E4KCOVY,joplin-tornado_00000016_post_disaster.png,-94.5433799860563,37.05900748668155,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\joplin-tornado_00000016_post_disaster.json,94.0,30.0,25.0,5.466666666666667,10.0
WORLDVIEW02,WORLDVIEW02,2.35255861282349,2011-05-29T17:29:25.433Z,28.4302768707275,0.585882604122162,143.603851318359,71.8531799316406,193.251083374023,joplin-tornado,wind,103001000A285500,1024,1024,1024,1024,MjY0NDAxNQ.-lqdNfYMllTqFtK5lW4yPB31w6Y,joplin-tornado_00000017_post_disaster.png,-94.46576342434193,37.058160966123324,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\joplin-tornado_00000017_post_disaster.json,40.41975308641975,20.67924528301887,11.823529411764707,4.0,21.0
WORLDVIEW02,WORLDVIEW02,2.35255861282349,2011-05-29T17:29:25.433Z,28.4302768707275,0.585882604122162,143.603851318359,71.8531799316406,193.251083374023,joplin-tornado,wind,103001000A285500,1024,1024,1024,1024,MjY0NDAxNw.WYDnd8QdBI_paASdyfAAeq3xhww,joplin-tornado_00000018_post_disaster.png,-94.53720143092892,37.05914812089032,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\joplin-tornado_00000018_post_disaster.json,19.0,7.0,2.0,5.466666666666667,60.925925925925924
WORLDVIEW02,WORLDVIEW02,2.35255861282349,2011-05-29T17:29:25.433Z,28.4302768707275,0.585882604122162,143.603851318359,71.8531799316406,193.251083374023,joplin-tornado,wind,103001000A285500,1024,1024,1024,1024,MjY0NDAxOQ.9x0-cvMaCYLB0CommYCbIN1-fZI,joplin-tornado_00000019_post_disaster.png,-94.46158613558428,37.05856556871961,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\joplin-tornado_00000019_post_disaster.json,40.41975308641975,1.0,11.823529411764707,2.0,25.0
WORLDVIEW02,WORLDVIEW02,2.35255861282349,2011-05-29T17:29:25.433Z,28.4302768707275,0.585882604122162,143.603851318359,71.8531799316406,193.251083374023,joplin-tornado,wind,103001000A285500,1024,1024,1024,1024,MjY0NDAyMQ.Z-4oPp_jjh_f9QQZ_R4G5ooW4Os,joplin-tornado_00000020_post_disaster.png,-94.53181701639448,37.05942547163494,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\joplin-tornado_00000020_post_disaster.json,7.0,19.0,17.0,3.0,2.0
WORLDVIEW02,WORLDVIEW02,2.35255861282349,2011-05-29T17:29:25.433Z,28.4302768707275,0.585882604122162,143.603851318359,71.8531799316406,193.251083374023,joplin-tornado,wind,103001000A285500,1024,1024,1024,1024,MjY0NDAyMw.dxCORu6Vt57nJekVE4oEj9pqbOc,joplin-tornado_00000021_post_disaster.png,-94.45375242682972,37.05796971654313,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\joplin-tornado_00000021_post_disaster.json,40.41975308641975,20.67924528301887,11.823529411764707,2.0,4.0
WORLDVIEW02,WORLDVIEW02,2.35255861282349,2011-05-29T17:29:25.433Z,28.4302768707275,0.585882604122162,143.603851318359,71.8531799316406,193.251083374023,joplin-tornado,wind,103001000A285500,1024,1024,1024,1024,MjY0NDAyNQ.t6t5D7Ii_nEfgRZanV8DXgBT3jI,joplin-tornado_00000022_post_disaster.png,-94.52757180945261,37.060179580242774,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\joplin-tornado_00000022_post_disaster.json,4.0,20.67924528301887,2.0,2.0,60.925925925925924
WORLDVIEW02,WORLDVIEW02,2.35255861282349,2011-05-29T17:29:25.433Z,28.4302768707275,0.585882604122162,143.603851318359,71.8531799316406,193.251083374023,joplin-tornado,wind,103001000A285500,1024,1024,1024,1024,MjY0NDAyNw.xFPqutqNdVDftiS7oNwyxoLUoSM,joplin-tornado_00000023_post_disaster.png,-94.55836209456325,37.050249591362544,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\joplin-tornado_00000023_post_disaster.json,40.41975308641975,20.67924528301887,11.823529411764707,5.466666666666667,47.0
WORLDVIEW02,WORLDVIEW02,2.35255861282349,2011-05-29T17:29:25.433Z,28.4302768707275,0.585882604122162,143.603851318359,71.8531799316406,193.251083374023,joplin-tornado,wind,103001000A285500,1024,1024,1024,1024,MjY0NDAyOQ.j3KPGUKHR2E4HYjLA2If87-LN5s,joplin-tornado_00000024_post_disaster.png,-94.45192145395895,37.05975466337668,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\joplin-tornado_00000024_post_disaster.json,40.41975308641975,20.67924528301887,1.0,5.466666666666667,2.0
WORLDVIEW02,WORLDVIEW02,2.35255861282349,2011-05-29T17:29:25.433Z,28.4302768707275,0.585882604122162,143.603851318359,71.8531799316406,193.251083374023,joplin-tornado,wind,103001000A285500,1024,1024,1024,1024,MjY0NDAzMQ.9nbnjXBoM_i_S6Jx44mwL69Cd8E,joplin-tornado_00000025_post_disaster.png,-94.52219698920655,37.059458048556245,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\joplin-tornado_00000025_post_disaster.json,56.0,33.0,17.0,6.0,7.0
WORLDVIEW02,WORLDVIEW02,2.35255861282349,2011-05-29T17:29:25.433Z,28.4302768707275,0.585882604122162,143.603851318359,71.8531799316406,193.251083374023,joplin-tornado,wind,103001000A285500,1024,1024,1024,1024,MjY0NDAzMw._SFuyPZP7me6PP-DqP81sK0WCBM,joplin-tornado_00000026_post_disaster.png,-94.49379054245436,37.065119593377815,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\joplin-tornado_00000026_post_disaster.json,40.41975308641975,20.67924528301887,11.823529411764707,5.466666666666667,60.925925925925924
WORLDVIEW02,WORLDVIEW02,2.35255861282349,2011-05-29T17:29:25.433Z,28.4302768707275,0.585882604122162,143.603851318359,71.8531799316406,193.251083374023,joplin-tornado,wind,103001000A285500,1024,1024,1024,1024,MjY0NDAzNQ.VLAdOUE5j7bOmyJZwyx3PDdaeHc,joplin-tornado_00000027_post_disaster.png,-94.51655615490242,37.05918085519644,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\joplin-tornado_00000027_post_disaster.json,23.0,76.0,20.0,6.0,85.0
WORLDVIEW02,WORLDVIEW02,2.35255861282349,2011-05-29T17:29:25.433Z,28.4302768707275,0.585882604122162,143.603851318359,71.8531799316406,193.251083374023,joplin-tornado,wind,103001000A285500,1024,1024,1024,1024,MjY0NDAzNw.fZISg_qFn2EMFfMlJEhPy9C7Ji0,joplin-tornado_00000028_post_disaster.png,-94.52240809309032,37.07186920133267,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\joplin-tornado_00000028_post_disaster.json,40.41975308641975,20.67924528301887,11.823529411764707,5.466666666666667,407.0
WORLDVIEW02,WORLDVIEW02,2.35255861282349,2011-05-29T17:29:25.433Z,28.4302768707275,0.585882604122162,143.603851318359,71.8531799316406,193.251083374023,joplin-tornado,wind,103001000A285500,1024,1024,1024,1024,MjY0NDAzOQ.Nl4HHrdIFfybWQ0J0CSYjfYprjI,joplin-tornado_00000029_post_disaster.png,-94.55408588966758,37.050568809137644,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\joplin-tornado_00000029_post_disaster.json,40.41975308641975,20.67924528301887,11.823529411764707,5.466666666666667,30.0
WORLDVIEW02,WORLDVIEW02,2.35255861282349,2011-05-29T17:29:25.433Z,28.4302768707275,0.585882604122162,143.603851318359,71.8531799316406,193.251083374023,joplin-tornado,wind,103001000A285500,1024,1024,1024,1024,MjY0NDA0MQ.yJEJKNSVpXB7O8Y1xRpiV8pFZl8,joplin-tornado_00000030_post_disaster.png,-94.43873371225824,37.06035994478166,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\joplin-tornado_00000030_post_disaster.json,8.0,1.0,6.0,2.0,10.0
WORLDVIEW02,WORLDVIEW02,2.35255861282349,2011-05-29T17:29:25.433Z,28.4302768707275,0.585882604122162,143.603851318359,71.8531799316406,193.251083374023,joplin-tornado,wind,103001000A285500,1024,1024,1024,1024,MjY0NDA0Mw.OXXqNVVVd2CrUjp68uxho8erwok,joplin-tornado_00000031_post_disaster.png,-94.51157708129813,37.05935828072068,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\joplin-tornado_00000031_post_disaster.json,38.0,86.0,15.0,5.466666666666667,151.0
WORLDVIEW02,WORLDVIEW02,2.35255861282349,2011-05-29T17:29:25.433Z,28.4302768707275,0.585882604122162,143.603851318359,71.8531799316406,193.251083374023,joplin-tornado,wind,103001000A285500,1024,1024,1024,1024,MjY0NDA0NQ.jr_h8QJRq5bT2M_Z1uhdxg7q5CE,joplin-tornado_00000032_post_disaster.png,-94.43614146538586,37.060545799058616,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\joplin-tornado_00000032_post_disaster.json,3.0,3.0,3.0,2.0,1.0
WORLDVIEW02,WORLDVIEW02,2.35255861282349,2011-05-29T17:29:25.433Z,28.4302768707275,0.585882604122162,143.603851318359,71.8531799316406,193.251083374023,joplin-tornado,wind,103001000A285500,1024,1024,1024,1024,MjY0NDA0Nw.SsdhWmX6Cez-PkdYd1eiEoMlNwE,joplin-tornado_00000033_post_disaster.png,-94.5065425037652,37.05937223486426,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\joplin-tornado_00000033_post_disaster.json,9.0,114.0,3.0,6.0,143.0
WORLDVIEW02,WORLDVIEW02,2.35255861282349,2011-05-29T17:29:25.433Z,28.4302768707275,0.585882604122162,143.603851318359,71.8531799316406,193.251083374023,joplin-tornado,wind,103001000A285500,1024,1024,1024,1024,MjY0NDA0OQ.Dp79QKzeFMROVBN7URmOBeRdbzA,joplin-tornado_00000034_post_disaster.png,-94.54928022499176,37.052413441593195,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\joplin-tornado_00000034_post_disaster.json,40.41975308641975,20.67924528301887,11.823529411764707,5.466666666666667,3.0
WORLDVIEW02,WORLDVIEW02,2.35255861282349,2011-05-29T17:29:25.433Z,28.4302768707275,0.585882604122162,143.603851318359,71.8531799316406,193.251083374023,joplin-tornado,wind,103001000A285500,1024,1024,1024,1024,MjY0NDA1MQ.x7B7fljOPKgTrCMTLJQJiKPZ5IA,joplin-tornado_00000035_post_disaster.png,-94.50134340675368,37.05952348255256,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\joplin-tornado_00000035_post_disaster.json,8.0,43.0,1.0,5.0,119.0
