sensor,provider_asset_type,gsd,capture_date,off_nadir_angle,pan_resolution,sun_azimuth,sun_elevation,target_azimuth,disaster,disaster_type,catalog_id,original_width,original_height,width,height,id,img_name,centroid_x,centroid_y,path,no-damage,un-classified,destroyed,major-damage
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjIxNA.tPj_sw9aRw2PjbfRhQIl6R1ktWs,sunda-tsunami_00000000_post_disaster.png,105.83448101081756,-6.393007163167814,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000000_post_disaster.json,153.02173913043478,33.205128205128204,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjIxNg.YLBP2ZjF375ioAJNSLgcr7MlOyI,sunda-tsunami_00000001_post_disaster.png,105.82328215135787,-6.367616614707342,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000001_post_disaster.json,650.0,33.205128205128204,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjIxOA.79sVD0ZB57hBjHyjdA_Np59srHw,sunda-tsunami_00000002_post_disaster.png,105.82421294460971,-6.357285070894589,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000002_post_disaster.json,28.0,58.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjIyMA.wCl1W3qr930jcZHSoNRJrd1NE6U,sunda-tsunami_00000003_post_disaster.png,105.83448101081756,-6.393007163167814,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000003_post_disaster.json,153.02173913043478,33.205128205128204,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjIyMg.0iOu0t6mMe8_dd0dq3LwdKtmcdI,sunda-tsunami_00000004_post_disaster.png,105.82677259901283,-6.367246805101159,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000004_post_disaster.json,302.0,8.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjIyNA.QiePQY_YJtOKAN4MbJ4hObjqI_Q,sunda-tsunami_00000005_post_disaster.png,105.8241966813173,-6.383986004452649,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000005_post_disaster.json,43.0,33.205128205128204,6.0,2.0
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjIyNg.tiENuF7Fn5v1knFPXDBQhZ-JrGo,sunda-tsunami_00000006_post_disaster.png,105.82644757910029,-6.357459824880782,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000006_post_disaster.json,235.0,66.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjIyOA.VHQyNzTJgMsHRFCs5kAlsLVIdfI,sunda-tsunami_00000007_post_disaster.png,105.82383923453645,-6.347846969592643,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000007_post_disaster.json,153.02173913043478,4.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjIzMA.kQbjIN_J6hZ2b_SyDYj9-yJCG9A,sunda-tsunami_00000008_post_disaster.png,105.8336656499514,-6.395930850821689,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000008_post_disaster.json,18.0,33.205128205128204,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjIzMQ.j9J6gwsZRtg6jpOzmSLBBNF07QE,sunda-tsunami_00000009_post_disaster.png,105.82380327192038,-6.376300054390098,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000009_post_disaster.json,595.0,1.0,46.0,10.0
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjIzNA.VhnvIszE95mKemeSulimbaPlQc4,sunda-tsunami_00000010_post_disaster.png,105.83136493007929,-6.36730674522052,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000010_post_disaster.json,262.0,33.205128205128204,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjIzNQ.XZAERUeSAeElVzKxSVaRhWZiaR4,sunda-tsunami_00000011_post_disaster.png,105.83357511891752,-6.3576009941039775,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000011_post_disaster.json,153.02173913043478,35.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjIzNw.xk7_HCz5PcBMGHuyctDAArjouh4,sunda-tsunami_00000012_post_disaster.png,105.83794152487513,-6.395249143217208,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000012_post_disaster.json,164.0,5.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjIzOQ.9Sgl32vPLEmfLrg-9GCNkOBErI0,sunda-tsunami_00000013_post_disaster.png,105.82721604236487,-6.3494512278059965,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000013_post_disaster.json,106.0,26.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjI0MQ.n9uGJSOQNXfU3WnJe1pCQFbE5tI,sunda-tsunami_00000014_post_disaster.png,105.82620138646702,-6.384616579842066,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000014_post_disaster.json,119.0,33.205128205128204,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjI0Mw.BMtvkdGvF8Bnu_6kHBA0KB7aCbo,sunda-tsunami_00000015_post_disaster.png,105.83448101081756,-6.393007163167814,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000015_post_disaster.json,153.02173913043478,33.205128205128204,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjI0NQ.eiwrHhIy7mTiFVCMSj_5NS_tncU,sunda-tsunami_00000016_post_disaster.png,105.82705126364723,-6.376221924163614,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000016_post_disaster.json,1199.0,9.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjI0Nw.8greT9JBQVDmZN3RIOE2E5Za0XU,sunda-tsunami_00000017_post_disaster.png,105.83503913880257,-6.357090008128611,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000017_post_disaster.json,153.02173913043478,91.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjI0OQ.FNwpI-JqRNljzzMX_WAWJdk5fns,sunda-tsunami_00000018_post_disaster.png,105.84062868112214,-6.394164057472714,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000018_post_disaster.json,235.0,14.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjI1MQ.IPDM8XhYf9lMtzC208QmUx71bA0,sunda-tsunami_00000019_post_disaster.png,105.83161003776789,-6.349487740362704,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000019_post_disaster.json,47.0,22.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjI1Mw.ufwXM3ohYMe26Z5oy2pC_ryG4WQ,sunda-tsunami_00000020_post_disaster.png,105.84206342366997,-6.3677806933645495,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000020_post_disaster.json,81.0,33.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjI1NQ.ullprV5X16_0bzWoqYHGnHbo6eI,sunda-tsunami_00000021_post_disaster.png,105.83234929972299,-6.384358561218767,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000021_post_disaster.json,38.0,33.205128205128204,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjI1Nw.2J2W8mq234QM93DfUJ9g2Utkj_A,sunda-tsunami_00000022_post_disaster.png,105.84607805190086,-6.394297739934073,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000022_post_disaster.json,158.0,1.0,5.0,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjI1OQ.ot3IgmN1k2RKYTrx-m-PAwK4RYY,sunda-tsunami_00000023_post_disaster.png,105.83141618851414,-6.37625229474322,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000023_post_disaster.json,1192.0,33.205128205128204,14.916666666666666,3.0
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjI2MQ.hBTfXcyR1gwNtjl34c0irHI0G30,sunda-tsunami_00000024_post_disaster.png,105.84221011088017,-6.356771585223049,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000024_post_disaster.json,43.0,17.0,14.916666666666666,1.0
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjI2Mw.MUMiJaRbHWPmbc1r0QLijTyM7t0,sunda-tsunami_00000025_post_disaster.png,105.84600913795884,-6.3674845377135645,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000025_post_disaster.json,46.0,82.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjI2NQ.rs_RiUEZGNLk4ADmxf0GYfdZgTc,sunda-tsunami_00000026_post_disaster.png,105.83671406793346,-6.34935590831423,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000026_post_disaster.json,40.0,40.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjI2Nw.TAWC7wctR005_E9wdvM6NwkGEh0,sunda-tsunami_00000027_post_disaster.png,105.84977063919507,-6.394417609017754,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000027_post_disaster.json,208.0,75.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjI3MA.5Ab2EwOp4AZkq27TxD3nx_bkmuY,sunda-tsunami_00000028_post_disaster.png,105.83784939519033,-6.387338052225416,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000028_post_disaster.json,3.0,33.205128205128204,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjI3Mg.a3qEiZkL5vMhABP-o_myy7OdPjY,sunda-tsunami_00000029_post_disaster.png,105.84451904621048,-6.357075590929259,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000029_post_disaster.json,221.0,14.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjI3NA.FsaUq4ClKVaTayIEuKdXKCcOexE,sunda-tsunami_00000030_post_disaster.png,105.83598676904356,-6.376762280068765,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000030_post_disaster.json,85.0,15.0,2.0,3.0
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjI3Ng.RVPC6bdVj3CrK8SbxRse5TcdPNU,sunda-tsunami_00000031_post_disaster.png,105.84076017885575,-6.349992845297484,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000031_post_disaster.json,1.0,3.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjI3OA.yPutKMmtzyr-XaVpRMl_ERyaQpI,sunda-tsunami_00000032_post_disaster.png,105.85486815269059,-6.394194905705068,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000032_post_disaster.json,186.0,50.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjI3OQ.FYjdxn9El_kAA7atvTgKCSdi6UI,sunda-tsunami_00000033_post_disaster.png,105.85025622288929,-6.356609559540699,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000033_post_disaster.json,31.0,30.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjI4MQ.vqJN4cqQDP7OoR-8BSbkVsTvV_w,sunda-tsunami_00000034_post_disaster.png,105.84210237443543,-6.386231388260064,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000034_post_disaster.json,131.0,33.205128205128204,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjI4Mw.vb9tr1FbcG0ipgCgw7Kv5IR9sB4,sunda-tsunami_00000035_post_disaster.png,105.85844048650155,-6.393646343241293,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000035_post_disaster.json,168.0,57.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjI4NQ.QBtavS8l6D8PlPv7CAsTq_oWYXE,sunda-tsunami_00000036_post_disaster.png,105.84082879084416,-6.376879759958471,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000036_post_disaster.json,8.0,37.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjI4Nw.BMYAMQ79bXrJKVCP7j-vISh8Vbs,sunda-tsunami_00000037_post_disaster.png,105.84430262069318,-6.384400421874628,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000037_post_disaster.json,11.0,13.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjI4OQ.bBtOCO-lD9_Olv22uUkWgahisGs,sunda-tsunami_00000038_post_disaster.png,105.86439041832587,-6.394086104651692,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000038_post_disaster.json,153.02173913043478,171.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjI5MQ.3j9TvjFfey2ImjoBfZFdyDF2gno,sunda-tsunami_00000039_post_disaster.png,105.85137690723279,-6.383255802618322,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000039_post_disaster.json,153.02173913043478,1.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjI5Mw.ZLvM21VgI8vHeCmYieKIWNv4ZPI,sunda-tsunami_00000040_post_disaster.png,105.83448101081756,-6.393007163167814,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000040_post_disaster.json,153.02173913043478,33.205128205128204,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjI5NQ.S-xH8jwzOBvK88Mt4eb2pMwXGZ0,sunda-tsunami_00000041_post_disaster.png,105.8273011382755,-6.237617095498317,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000041_post_disaster.json,57.0,3.0,9.0,2.0
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjI5Nw.Xd5MrhgxPHyuEGdn-pn745HXKC4,sunda-tsunami_00000042_post_disaster.png,105.83238816555527,-6.229161541025142,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000042_post_disaster.json,78.0,7.0,15.0,12.0
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjI5OQ.aPQINSbaFe74eFX95PkCSZtVrBY,sunda-tsunami_00000043_post_disaster.png,105.83069849966752,-6.235319441978731,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000043_post_disaster.json,153.02173913043478,3.0,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjMwMQ.8XfAOTAFomyy6foHi0ZqJauwFbc,sunda-tsunami_00000044_post_disaster.png,105.83448101081756,-6.393007163167814,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000044_post_disaster.json,153.02173913043478,33.205128205128204,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjMwMw.ztaZTqJuVnW0Vm9v6OVMkbfg1V8,sunda-tsunami_00000045_post_disaster.png,105.83692573275368,-6.228409880281294,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000045_post_disaster.json,31.0,4.0,14.916666666666666,10.0
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjMwNQ.FHmHsYiyZX1cigoldmalvz0pgbE,sunda-tsunami_00000046_post_disaster.png,105.82735867702117,-6.243136202092807,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000046_post_disaster.json,45.0,33.205128205128204,14.916666666666666,6.25
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjMwNw.C_yrAhQhKE43g9bR8bV7IYTMHp8,sunda-tsunami_00000047_post_disaster.png,105.84039961133243,-6.23010011272323,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000047_post_disaster.json,36.0,13.0,14.916666666666666,2.0
GEOEYE01,GEOEYE01,1.7746705,2019-01-02T03:17:07.000Z,16.378376,0.44356507,126.33524,60.16131,292.7296,sunda-tsunami,tsunami,1050010013BECF00,1024,1024,1024,1024,MjY0MjMwOQ.RshFKxivl0GXKHGZBnJcnkW9Hrg,sunda-tsunami_00000048_post_disaster.png,105.83448101081756,-6.393007163167814,C:\Users\yanit\OneDrive\Bureau\Data Insights And Visualization\tier3\labels\sunda-tsunami_00000048_post_disaster.json,153.02173913043478,33.205128205128204,14.916666666666666,6.25
